name,mhy_id,story,material,icon,introduction,refine,weapon_type,rarity,attr_add,getting,label
铁蜂刺,175, 天下都向璃月来，这是伟大商港的荣誉。异国的珍宝也顺着人潮海流来到璃月港。细剑无锋，剑尖极锐利，将挥砍的功能精简，特化刺戳的破坏力。掌控需要一定技术；但做工精良，即便没有专门学习，也是好剑。是来自遥远彼岸的武器，曾佩在远航帆船的主人腰间。剑身纤细，流线优雅，与海船上粗犷的风气格格不入。每有好事者问起，船主都置之一哂。传言在风中回荡，有人说是战胜海盗的猎获，也有人称是劫掠的战利品。但当晚霞落幕，风帆降下时，大副总会轻轻擦拭着佩剑，回想着风之国的旧梦，回想着自己身为游侠的失落时光，回想着在故乡遇到的少女、无果的恋情，与重逢的约定。,"['漆黑陨铁的一粒*3', '漆黑陨铁的一片*9', '漆黑陨铁的一角*9', '漆黑陨铁的一块*4', '脆弱的骨片*15', '结实的骨片*18', '石化的骨片*27', '骗骗花蜜*10', '微光花蜜*15', '原素花蜜*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/3aab2b1b2703f755d88330ed161568b1_8216113915867690243.png,阶注能之刺 , 精炼(1/2/3/4/5) 造成元素伤害后的6秒内，角色造成的伤害提高(6%/7.5%/9%/10.5%/12%)，该效果最多叠加2层。该效果每1秒可以触发一次。外形流利的细长刺剑，是从异国经由商路流落到璃月的奇异兵器。轻快无比，剑芒极其锐利。 ,单手剑,四星,元素精通,锻造,weapon
绝弦,176, 制作精美的乐器，每一节上都系着不同材料制成的弦。弹动时，每根弦都在颤动中发声，流水一般的乐声就这么编织起来。但同时也是可以射出追心之矢的弓。伴随着乐曲声，死亡接踵而至。乐团解散后，每一根琴弦都被钝刀锯断，期间发出的声音刺耳无比。如今它只剩下射箭的弓弦，失去了高傲的乐声。但仍是致命的兵器。流浪乐团能让飞鸟落地，仰赖的有时是琴声，有时是随琴声来的箭。如同随乐声逃逸的绪风及摘星崖的花，琴师是轻浮、又无比坚定的。起事失败后，乐团的众人分散逃开。琴师留在最后，拨弦让箭落如雨掩护同伴。乐声与箭最终都耗竭了。琴师来自华美绚烂的异国枫丹，他行遍多国寻找自己的真心与命运。据说在他故国的宫廷中，少女们为了他不辞而别的消息而痛哭失声。据说他爱上了蒙德的一位平民女子，她却被选为羽球节的悲惨公主。据说他并不为自己无名屈死于他乡异国的命运懊悔。他遗憾的只有自己终于发现了爱情，却再也没有机会唱出恋歌一事…,"['高塔孤王的破瓦*3', '高塔孤王的残垣*9', '高塔孤王的断片*9', '高塔孤王的碎梦*4', '沉重号角*15', '黑铜号角*18', '黑晶号角*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/2ea701466be00898d0ada7d09a2f849c_4135463535146683034.png,阶无矢之歌 , 精炼(1/2/3/4/5) 元素战技与元素爆发的伤害提高(24%/30%/36%/42%/48%)。曾经作为乐器大放异彩的弓。如今已经不再能令人起舞。 ,弓,四星,元素精通,祈愿,weapon
祭礼弓,177, 东面望海的高崖上，先民将时间的主人与风的主人一同祭拜。因为「风带来故事，时间使之发芽」的指导，两者常常混同。这挺弓述说的是开拓的故事，用来展示开拓的艰辛。原本是不能拉开的道具猎弓，在时间之风中变得柔韧而刚劲。这柄弓曾为骄傲的劳伦斯一族所有。在悠古的过去，由他们扮演在冰雪中开拓的勇士。祭礼之戏的第一幕，讲述开拓者用力量与智慧征服大地的故事。在漫长的历史中，即使祭礼不再，他们一直扮演着这样的角色。这个角色最终遭到了曲解。他们渐渐地视自己为征服者、王者，渐渐走上了歪曲的道路，并最终失去了蒙德之风的宠爱。,"['凛风奔狼的始龀*3', '凛风奔狼的裂齿*9', '凛风奔狼的断牙*9', '凛风奔狼的怀乡*4', '地脉的旧枝*15', '地脉的枯叶*18', '地脉的新芽*27', '史莱姆凝液*10', '史莱姆清*15', '史莱姆原浆*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/303b9b8c0b5b7a8b3a9ce4aab816e5d1_5279618247464402934.png,阶气定神闲 , 精炼(1/2/3/4/5) 元素战技造成伤害时，有(40%/50%/60%/70%/80%)的概率重置该技能的冷却时间，该效果每(30/26/22/19/16)秒只能触发一次。在漫长岁月中石化的道具猎弓，上面的仪式性装饰依然清晰可见。拥有受时间之风冲刷的祝福力量。 ,弓,四星,元素充能效率,祈愿,weapon
宗室长弓,178, 曾支配蒙德的旧日贵族所使用的长弓，做工用料极其讲究。也因此，在他们的时代过去无数世代后，仍然有力如昔日。狩猎曾经是贵族的消遣之一。在自然天地彰显力量，将猎获分给属下的人民，广施德望。但根据记载，最终他们忘却了德望，也失去了支配的力量。抗争后，长久统治蒙德的劳伦斯一族被推翻。以新建立的骑士团德政之名，并不过分深究，而是将一族余党流放至蒙德境外， 永不复归。「在流放之路上，父亲哀叹人的背叛、时代的变化、历史的终结」「我们看着曾属于我们的子民在绿地上欢唱、舞蹈，离开了故土」「过了很多年，我才明白，背叛了、变了的是我们劳伦斯一族。蒙德本就应是那样的」温妮莎不过是推倒腐朽大厦的最后一双手。在她之前，氤氲的怒火已经开始显露力量。无论是受人暗地里称颂的暗巷义贼，或是能看见死亡的少女，还是意图行刺的剑乐团，蒙德人的血脉中传承着反抗的灵魂。,"['狮牙斗士的枷锁*3', '狮牙斗士的铁链*9', '狮牙斗士的镣铐*9', '狮牙斗士的理想*4', '混沌装置*15', '混沌回路*18', '混沌炉心*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/5e126c30f3d95cdf7c9d173527e82919_3096417559484041900.png,阶专注 , 精炼(1/2/3/4/5) 攻击造成伤害时， 暴击率提升(8%/10%/12%/14%/16%)，最多堆叠5次。攻击造成暴击后，移除已有的专注效果。曾支配蒙德的旧日贵族的长弓。经过无数世代，弓弦仍十分有力，击发迅猛。 ,弓,四星,攻击力、暴击率,商城兑换,weapon
宗室猎枪,1287, 曾支配蒙德的旧日贵族所收藏的刺枪，做工用料极其讲究。也因此，在他们的时代过去无数世代后，仍然尖锐如新造。但在贵族的时代，这柄武器从未见过天日，只沐浴过月光。贵族认为，出身尊贵的人们应当使用长剑战斗。剑锋撞击时发出的声音，就是高尚灵魂的谐唱。而枪与弩一样，是卑下的角斗者、平民的武器。紧握草叉、尖木棍的平民，面对执剑的贵胄子弟也有胜算，这无疑是蒙德旧日的统治者难以接受、极力抗拒的事实吧。传说中，也曾经有流着贵族血脉的青年，找寻匠人定制了这柄有着家族华美纹样，却与青年本人一样，如果不让鲜血泼洒，永远也不可能得到家族承认的尖锐兵器。若想要带来变革，就必须掌握一切力量。即使是被认定不符合贵族气度的兵器也一样，即使执枪的孤影只能在深夜月下舞动也一样。,"['雾海云间的铅丹*3', '雾海云间的汞丹*9', '雾海云间的金丹*9', '雾海云间的转还*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '新兵的徽记*10', '士官的徽记*15', '尉官的徽记*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/11/03/75833613/5f0ecdf6675c087059ef9bdcf34f8bb7_8359121231390835579.png,暂无,暂无,长柄武器,四星,攻击力、暴击率,商城兑换,weapon
雨裁,180, 散发着黯淡荧光的无锋重剑。在许多年前，它的幽光被山野贼匪称为「幽冥的信标」。只要瞥见这样的光辉就绝对无法踏上归途。只要瞥见这样的光辉就要做好殒命的觉悟。「游离物外无重量，裁雨者雨，刺明者明」「动如龙蛇捉不住，青眼为剑，侧目为枪」雨裁原本无名，名字是敬仰其主的人为它取的。无名剑的最初与最后主人，是名唤古华的游侠。传说他是仙人。在古华的时代，贼匪不敢妄动，郊野太平如市。据称，在古华行侠之旅的最末，在华光紫气当中，他化作星宿。曾蒙（姆）古华之恩的人以其之名创立了门派。但派阀最终总会没落。,"['雾海云间的铅丹*3', '雾海云间的汞丹*9', '雾海云间的金丹*9', '雾海云间的转还*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/21/75833613/d1004336c0b48f25a7d3546b57bce070_1026700881516126262.png,阶止水息雷 , 精炼(1/2/3/4/5) 对处于水元素或雷元素影响下的敌人，造成的伤害提高(20%/24%/28%/32%/36%)。散发着黯淡荧光的无锋大剑，纯粹以气势和力量碾碎敌人。 ,双手剑,四星,元素精通,祈愿,weapon
弓藏,181, 硬若铸铁的古旧弓，曾经属于著名的射手，曾经见识过魔物与贼匪如风中荻花般倒下。据说过去，此人仍醉心于追寻至射之道时，释弦的声响如同不止的雷暴，破空的箭芒有若蔽日的铁雨。射手在晚年悟到：「至言无声，至射无矢」从此不再谈论箭矢在空中撞击的决斗，也不谈论被铁弓铁矢击落的魔兽妖物。在那以后，他将大弓埋藏起来，隐居在城外山中。关于他的辞世，有传说道:他在世时，夜里宅邸随弦声迸出紫芒，烈若震曜，魔物妖邪均不敢近。他去世那夜有风雨。雷鸣仅一声，闪电却是向天上射去的，炙如天汉。,"['孤云寒林的光砂*3', '孤云寒林的辉岩*9', '孤云寒林的圣骸*9', '孤云寒林的神体*4', '猎兵祭刀*15', '特工祭刀*18', '督察长祭刀*27', '破损的面具*10', '污秽的面具*15', '不祥的面具*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/21/75833613/baa762ef9f5c22d30bc249a2ae0dfaea_4031849230616127867.png,阶速射弓斗 , 精炼(1/2/3/4/5) 普通攻击造成的伤害提升(40%/50%/60%/70%/80%)，重击造成的伤害下降10%。布满锈迹的铁造大弓，一般人根本拿不动，遑论引弓放矢。 ,弓,四星,攻击力,祈愿,weapon
西风秘典,185, 西风骑士团的魔法学者间流传的秘典，记载着他们的集体智慧。书上镶嵌了元素积聚凝成的结晶玉，正是西风秘典稀少的原因。不是因为此种结晶珍贵。是因为西风秘典需要由学者亲手制作。只有真正掌握了元素的奥妙的学者，才能炼制出这种结晶宝玉。自骑士团建立，晨曦骑士莱艮芬德将旧贵族的室内浴场改造成书库以来，无数诗人、学者、旅人的贡献，使如今的蒙德坐拥着北大陆最大的馆藏。毕竟，歌声随风而去，美酒酣畅一时。只有故事与知识，是永久闪耀的。其实如今的图书馆，只有它鼎盛时期六分之一的规模。因为在「秋分大火」事件中，图书馆曾经不幸被烧毁。在图书馆的地下室，有一对坚固的杨木大门。据说大火也没能熏黑，早在图书馆建立之前，早在骑士团建立之前就矗立在此的那对木门。骑士团官方对外宣称那是禁书区。但据说，其中藏着更幽邃的秘密…,"['高塔孤王的破瓦*3', '高塔孤王的残垣*9', '高塔孤王的断片*9', '高塔孤王的碎梦*4', '沉重号角*15', '黑铜号角*18', '黑晶号角*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/d5fd5471553ba8ef97c9a8a1dd967470_2181206993669361058.png,阶顺风而行, 精炼(1/2/3/4/5) 攻击造成暴击时，有(60%/70%/80%/90%/100%)的几率产生少量元素微粒，能为角色恢复6点元素能量。该效果每(12/10.5/9/7.5/6)秒只能触发一次。西风骑士团的学者间流传的秘典，记载着元素与物质的道理和力量。 ,法器,四星,元素充能效率,祈愿,weapon
流浪乐章,192, 记载着歌谱与乐团成员游记的记事簿，成员间共用。流浪乐团的历史无可追溯，在蒙德重建之前便解散。记事簿随着成员旅行在各处流转，见识不同的世界。从演出的记录和观众的欢喜中，汲取了厚重的力量。流浪乐团建立于旧贵族的时代，曾被人们心怀希望或恐惧地称为剑乐团。在彼时的蒙德，就连诗歌也是不自由的。他们以剑为笛弓为琴，带来反抗的歌声。最终试图闯入城中，诛讨暴虐的旧贵族。剑乐团已经不再，他们的反抗也被人遗忘了。但抗争的意志，如同血脉，将永远流传下去。,"['凛风奔狼的始龀*3', '凛风奔狼的裂齿*9', '凛风奔狼的断牙*9', '凛风奔狼的怀乡*4', '地脉的旧枝*15', '地脉的枯叶*18', '地脉的新芽*27', '破损的面具*10', '污秽的面具*15', '不祥的面具*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/e827b8eb972d3ac0f42569fe6d5e291b_1329731327757714701.png,阶登场乐., 精炼(1/2/3/4/5) 角色登场时，随机获得一个主题曲，持续10秒。每30秒只能触发一次。宣叙调：攻击力提升(60%/75%/90%/105%/120%)；咏叹调：全元素伤害提升(48%/60%/72%/84%/96%)。间奏曲：元素精通提升(240/300/360/420/480)；记载着歌谱的厚重记事簿。尽管遭受了虫蛀和风化，残留的手迹仍透露出力量。 ,法器,四星,暴击伤害、攻击力、元素精通、元素伤害,祈愿,weapon
黑岩绯玉,193, 由十分罕见的黑岩制成的法器。祭之有光，能周转灵能。器心呈圆形，中间镶嵌的血色玉珀如同一轮血月，时盈时亏，时明时暗。天衡叠嶂连璧生，岩层渊薮玉辉蕴。岩王帝君荫蔽下的国度矿藏丰富。随着开采，天衡山与周边的大地被掘空，建起了四通八达的矿井坑道。其中深邃处可通地心。然而自某一时间起，这片土地不再沉寂。伴随着隆隆的低啸，岩山开始撼动，洞窟渐渐坍塌。大地深处掩埋着因此罹难的冤魂。夜里总能听见何处传来恸哭的声音。直至一天，轻策山中来了位一位访客。此人着长衫吐白莲，自称是云游方士，寻找璃月一带姓云和姓寒的人家。锻造世家云氏之女凰彼时旅居轻策庄，急忙派人请来名匠寒武的儿子策。方士告诉二人，过去他们的云氏与寒氏为天下方士打造了一件上好法器。如今璃月的大地不平静。方士们特意送来一枚血玉珀，助众人渡过难关。二人立刻起炉打造了一件黑岩法器，将这枚血玉嵌入其中。血玉感应着地脉，如沸血一般的红光时明时暗，警示着将要发生的异动，由此，如星斗一般指引着人们躲避山崩地怒。这件法器被供在天衡山下。最终，在大地复归平静之日，黑岩绯玉也如地心的忿怒一般悄然消失了。,"['孤云寒林的光砂*3', '孤云寒林的辉岩*9', '孤云寒林的圣骸*9', '孤云寒林的神体*4', '猎兵祭刀*15', '特工祭刀*18', '督察长祭刀*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/03/22/75833613/58b3373fb5bb57023c89c60d5ede5956_1330376353772326494.png,阶乘胜追击, 精炼(1/2/3/4/5) 打倒敌人后，攻击力提升(12%/15%/18%/21%/24%)，持续30秒。该效果至多叠加三层，每层持续时间独立。由黑岩制成的神秘法器，无常的赤色闪光仿佛大地深处的悸动同调。 ,法器,四星,暴击伤害、攻击力,商城兑换,weapon
